show_id,titulo,tipo,plataforma,director,elenco,pais,fecha_agregado,anio_lanzamiento,clasificacion,duracion,genero,descripcion,puntaje
netflix_s6253,Battle Creek,TV Show,Netflix,,"Josh Duhamel, Dean Winters, Aubrey Dollar, Edward Fordham Jr., Kal Penn, Janet McTeer, Liza Lapira, Damon Herriman, Meredith Eaton",United States,2015-12-31,2015,TV-14,1.0,Crime TV Shows,"A polished FBI agent must team up with a cynical cop when he's dispatched to Battle Creek, Michigan, to set up an office at the local precinct.",
prime_s9370,The Boy Who Killed My Parents,Movie,Prime Video,Mauricio Eça,"Gabi Lopes, Carla Diaz, Leonardo Medeiros, Augusto Madeira, Vera Zimmermann",,,2021,NR,88.0,Drama,The Boy Who Killed My Parents presents de Suzane von Richthofen's point of view of the events that led to the death of her parents. A real crime drama about one of the most shocking murder cases of Brazil.,
prime_s971,Small Soldiers,Movie,Prime Video,Joe Dante,"Kirsten Dunst, Gregory Smith, Jay Mohr, Phil Hartman, Kevin Dunn",,,1998,PG-13,110.0,Action,"When missile technology is used to enhance toy action figures, the toys soon begin to take their battle programming too seriously.",
prime_s322,To Catch a Thief,Movie,Prime Video,Alfred Hitchcock,"Cary Grant, Grace Kelly, Jessie Royce Landis, John Williams, Charles Vanel, Brigitte Auber, Jean Martinelli, Georgette Anys",United States,,1955,PG,106.0,Drama,Stars Cary Grant as a former thief suspected of a new series of crimes and Grace Kelly as the woman who romances him.,
netflix_s4521,Ordinary Heroes,TV Show,Netflix,,"Giorgio Tirabassi, Marco Bocci, Cristiana Capotondi, Greta Scarano, Michela Cescon, Diane Fleri, Carlo Calderone, Claudio Gioè, Romina Mondello, Orlando Cinque, Luigi Maria Burruano, Riccardo Scamarcio, Lorenza Indovina, Ivana Lotito, Pierfrancesco Poggi, Marco Leonardi, Anna Ferruzzo, Peppino Mazzotta, Giorgio Marchesi",,2018-10-11,2018,TV-MA,1.0,Crime TV Shows,"Get an intimate look at four engaged citizens whose courage, sense of civic duty and ultimate sacrifice helped to transform Italian society.",
hbomax_tm63812,The Hero,Movie,HBO Max,Satyajit Ray,"Uttam Kumar, Sharmila Tagore, Bireswar Sen, Somen Bose",IN,1966-01-01,1966,,118.0,drama,"Arindam, a matinee idol, is going by train to collect an acting award. On the train, he is confronted by Aditi, a journalist who somewhat unwillingly starts to take his interview. Arindam, won over by Aditi's naivete, starts to disclose his past, his fears and his secrets.",8.3
hbomax_tm11500,A Clockwork Orange,Movie,HBO Max,Stanley Kubrick,"Malcolm McDowell, Patrick Magee, Michael Bates, Warren Clarke",US,1972-01-01,1972,R,137.0,drama,"In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?",8.3
hbomax_tm106680,Italianamerican,Movie,HBO Max,Martin Scorsese,"Catherine Scorsese, Charles Scorsese, Martin Scorsese",US,1980-01-01,1980,,49.0,documentation,Filmmaker Martin Scorsese interviews his mother and father about their life in New York and family history back in Sicily.,7.6
prime_s519,The Neighbors [English Subtitled],TV Show,Prime Video,,"Bracha van Doesburgh, Daan Schuurmans, Thijs Römer, Karina Smulders, Fedja van Huêt, Anneke Blok, Hannah van Lunteren, Leopold Witte",,,2016,TV-NR,2.0,Drama,"After a year Eva comes out of a coma. Still suffering from memory loss she returns to the suburbs, while her husband Peter is locked away in an institution. After a daring prison escape Steef has two priorities: finding his son and taking revenge on Eva. New neighbors Steffi and Lex move into the neighborhood. They are unaware of last year’s drama and are preoccupied with a secret of their own.",
prime_s9029,Blue Call,Movie,Prime Video,Brian Farmer,"Katie Leclerc, Jonathan Bennett, Jack McGee, Andrea Sixtos, William Belli, Shelby Wulfurt",,,2021,18+,81.0,Horror,"AN lEMT suffering from PTSD Spends her days making split second decisions with lives that hang in the balance. One night on a routine call, she is faced with a moral decision, taking matters into her own hands and mercy kills a young woman. Now, falling deeper and deeper into a rabbit hole, she gets caught up in a world of underground drugs and a sadistic killer who's made her his next victim.",
prime_s2471,Fireflies,TV Show,Prime Video,,"Libby Tanner, John Waters, Jeremy Sims, Natasha Novak, Nadia Townsend, Chris Morris",,,2004,13+,1.0,Action,"City slickers Lill and Perry escape to a rural idyll and begin to assimilate into a small community where everyone knows everyone else's business. The focus of the town and the show is the local volunteer fire service but that's only a device. While there is always a fire to put out the stories are primarily about the lives of the firefighters and those around them, away from the forefront.",
netflix_s6490,City of Tiny Lights,Movie,Netflix,Pete Travis,"Riz Ahmed, Billie Piper, James Floyd, Cush Jumbo, Roshan Seth, Hannah Rae, Antonio Aakeel, George Sargeant, Alexander Siddig, Vincent Regan, Barry Aird",United Kingdom,2017-07-21,2016,TV-MA,110.0,Dramas,"In moody London, a burned-out sleuth sinks into a world of corruption and murderous romance when he tackles a mysterious case of a missing sex worker.",
netflix_s4048,No Other Woman,Movie,Netflix,Ruel S. Bayani,"Anne Curtis, Derek Ramsay, Cristine Reyes, Tirso Cruz III, Carmi Martin, John Arcilla, Marlann Flores, Ron Morales, Kat Alano",Philippines,2019-03-04,2011,TV-MA,103.0,Dramas,"A happily married man gives in to temptation when a wealthy client pursues him, setting off a torrid love triangle.",
hbomax_tm49065,RKO 281,Movie,HBO Max,Benjamin Ross,"Liev Schreiber, James Cromwell, Melanie Griffith, John Malkovich",GB,1999-01-01,1999,R,84.0,drama,"In 1939, boy-wonder Orson Welles leaves New York, where he has succeeded in radio and theater, and, hired by RKO Pictures, moves to Hollywood with the purpose of making his first film.",7.0
prime_s6086,Luxe Listings Sydney,TV Show,Prime Video,,"Gavin Rubinstein, Simon Cohen, D'Leanne Lewis",,,2021,NR,1.0,Unscripted,"Iconic beaches and breathtaking properties make Sydney one of the most cutthroat real estate markets in the world. For the first time ever, this high stakes carousel of multi-million dollar homes is revealed through a trio of Australia’s top agents, who stop at nothing to deliver results for their demanding clientele, while balancing their hectic personal lives with their demanding careers.",
prime_s8597,Talk To Her,Movie,Prime Video,Pedro Almodovar,"Geraldine Chaplin, Javier Camara, Leonor Watling, Dario Grandinetti, Rosario Flores",,,2002,R,113.0,International,"After a chance encounter at a theater, two men, Benigno and Marco, meet at a private clinic where Benigno works. Lydia, Marco's girlfriend and a bullfighter by profession, has been gored and is in a coma. It so happens that Benigno is looking after another woman in a coma, Alicia, a young ballet student. The lives of the four characters will flow in all directions, past, present and future, dra..",
netflix_s8587,Thumper,Movie,Netflix,Jordan Ross,"Eliza Taylor, Pablo Schreiber, Daniel Webber, Lena Headey, Ben Feldman, Grant Harvey, Jazzy De Lisser, Brett Rice",United States,2018-02-05,2017,TV-MA,93.0,Dramas,"After moving to a hardscrabble suburban California town, a young woman becomes dangerously entangled with a local drug enterprise.",
netflix_s6268,Bebe's Kids,Movie,Netflix,Bruce W. Smith,"Faizon Love, Vanessa Bell Calloway, Wayne Collins, Jonell Green, Marques Houston, Tone-Loc, Myra J., Nell Carter",United States,2019-11-20,1992,PG-13,73.0,Comedies,"When ladies' man Robin meets Jamika, he falls head over heels, but she greets him with four surprises: her son and her girlfriend Bebe's three kids.",
prime_s4,Pink: Staying True,Movie,Prime Video,Sonia Anderson,"Interviews with: Pink, Adele, Beyoncé, Britney Spears, Christina Aguilera, more!",United States,2021-03-30,2014,,69.0,Documentary,"Pink breaks the mold once again, bringing her career to a new level in 2013 with a world tour that entertains unlike ever before! Get inside access to ""the girl who got the party started"" with exclusive interviews and rare live performances.",
prime_s3315,Almost Royal,TV Show,Prime Video,,,,,2016,TV-MA,2.0,TV Shows,"BBC America: British aristocrats, Georgie and Poppy Carlton, make their triumphant and highly-anticipated return to the United States to closely examine the subjects that define American life today.",
prime_s1513,Nazi Quest for the Holy Grail,Movie,Prime Video,Tom Barbor-Might,,,,2013,16+,44.0,Documentary,"In the final days of the Second World War, American troops discovered a vast hoard of mysterious Nazi files hidden in a cave in Southern Germany. Buried deep in these secret documents were the details of one of the Third Reichs most shadowy projects: the hunt to discover the lost Aryan civilization from which the Nazis believed they had descended.",
prime_s5406,We All Think We're Special,Movie,Prime Video,Kirby Voss,"Jared Bankens, William McGovern, Sophie Marie White, Sherri Marina, Felicia Stallard, John Swider, Eli Barron, Caleb Caldcleugh, Gavin Foley",,,2021,18+,91.0,Drama,"In this haunting drama, a night of reckless drinking compels a car mechanic to forcibly detox his best friend, whatever the cost.",
disney_tm411403,Into the Okavango,Movie,Disney+,Neil Gelinas,Steve Boyes,US,2018-01-01,2018,PG,94.0,documentation,"A passionate conservation biologist brings together a river bushman fearful of losing his past and a young scientist uncertain of her future on an epic, four-month expedition across three countries, through unexplored and dangerous landscapes, in order to save the Okavango Delta, one of our planet's last pristine wildernesses.",7.6
prime_s8413,Doc West - Part 2,Movie,Prime Video,"Giulio Base, Terence Hill","Terence Hill, Clare Carey, Paul Sorvino, Maria P. Petruolo",,,2009,PG,94.0,Comedy,"After bandits steal his poker winnings this American legend makes his way to the next town in search of them. Seeking out his revenge during a poker game gone bad Doc West finds himself in the local town jail. When his past is exposed and a battle amongst the town breaks out in gunfire he will have to choose sides, between the outlaws or the law-abiding citizens.",
hbomax_tm154519,Cabaret,Movie,HBO Max,Bob Fosse,"Liza Minnelli, Michael York, Helmut Griem, Joel Grey",US,1972-01-01,1972,PG,124.0,drama,"Inside the Kit Kat Club of 1931 Berlin, starry-eyed singer Sally Bowles and an impish emcee sound the clarion call to decadent fun, while outside a certain political party grows into a brutal force.",7.8
netflix_s1340,Invisible City,TV Show,Netflix,,"Marco Pigossi, Alessandra Negrini, Fábio Lago, Jéssica Córes, Jimmy London, Wesley Guimarães, Áurea Maranhão, Julia Konrad, Thaia Perez, Manu Dieguez, José Dumont, Tainá Medina, Rafael Sieg, Samuel de Assis, Victor Sparapane",Brazil,2021-02-05,2021,TV-MA,1.0,Crime TV Shows,"After a family tragedy, a man discovers mythical creatures living among humans — and soon realizes they hold the key to his mysterious past.",
hbomax_tm1133028,The Snakes,Movie,HBO Max,Michelle Beck,"Carra Patterson, James Wallert, Jacob Ming-Trent, Stacey Sargeant",,2021-01-01,2021,,14.0,,"Set in an alternate future where Roe v. Wade has been overturned, a depressed Black woman, deals with the culture of fear by channeling her rage into violent fantasies.",
hbomax_tm189227,Don't Play Us Cheap,Movie,HBO Max,Melvin Van Peebles,"Esther Rolle, Avon Long, Mabel King, Rhetta Hughes",US,1972-01-01,1972,,95.0,comedy,"The comedic tale of two minions of the devil who crash a Harlem party thrown by Miss Maybell with high hopes of destroying its festive atmosphere. The first of the imps to arrive, Trinity, loses sight of his mission and consequently falls in love with Miss Maybell's impressionable young niece Earnestine. Trinity is later joined by Brother Dave, his older, more jaded partner. But as Dave pulls out all the stops to dampen the mood, he serves only to enhance the partygoers' good spirits.",5.5
hbomax_tm13613,Watership Down,Movie,HBO Max,Martin Rosen,"John Hurt, Richard Briers, Michael Graham Cox, John Bennett",GB,1978-01-01,1978,PG,88.0,drama,"When the warren belonging to a community of rabbits is threatened, a brave group led by Fiver, Bigwig, Blackberry and Hazel leave their homeland in a search of a safe new haven.",7.6
netflix_s5401,Professor,Movie,Netflix,Lekh Tandon,"Shammi Kapoor, Kalpana, Lalita Pawar, Parveen Choudhary, Salim, Pratima Devi, Rashid Khan, Bir Sakuja, Bela Bose, Ratnamala",India,2017-07-01,1962,TV-PG,163.0,Comedies,A college grad in need of money must disguise himself as an old man to tutor two young women who are under the watchful eye of their strict aunt.,
netflix_s15,Crime Stories: India Detectives,TV Show,Netflix,,,,2021-09-22,2021,TV-MA,1.0,British TV Shows,Cameras following Bengaluru police on the job offer a rare glimpse into the complex and challenging inner workings of four major crime investigations.,
prime_s5713,Gamera: Guardian of the Universe,Movie,Prime Video,Shûsuke Kaneko,"Ihara, Akira Onodera, Ayako Fujitani",,,1995,13+,95.0,Action,"Following a long absence from the big screen, Gamera made a triumphant return to form in time for his 30th anniversary, with upgraded special effects and a more serious tone. Now a guardian deity, Gamera tussles with a new incarnation of his old foe - the flying monster Gyaos - first in Fukuoka, and then in a spectacular aerial battle over Tokyo.",
netflix_s6728,Eyyvah Eyyvah 3,Movie,Netflix,Hakan Algül,"Demet Akbağ, Ata Demirer, Özge Borak, Salih Kalyon, Tanju Tuncel, Serra Yılmaz, Tarık Ünlüoğlu, Ayşenil Şamlıoğlu",Turkey,2017-03-10,2014,TV-PG,103.0,Comedies,"Life is tough for Hüseyin after marrying his true love. He works day and night to support his growing family, while singer Firuzan copes with fame.",
netflix_s8684,Vodka Diaries,Movie,Netflix,Kushal Srivastava,"Kay Kay Menon, Raima Sen, Mandira Bedi, Sharib Hashmi, Rishi Bhutani, Herry Tangri, Vaishnavi Dhanraj, Swati Rajput",India,2019-12-31,2018,TV-14,113.0,Dramas,"While investigating a series of murders and the nightclub that links them, a detective’s case takes an alarming turn when his wife goes missing.",
netflix_s4634,Mobile Suit Gundam UC,TV Show,Netflix,,"Kouki Uchiyama, Ayumi Fujimura, Hiro Shimono, Haruka Tomatsu, Daisuke Namikawa, Megumi Toyoguchi, Yuhko Kaida, Shuichi Ikeda, Tetsuya Kakihara",Japan,2018-09-20,2014,TV-PG,1.0,Anime Series,"When Banagher Links meets the mysterious Audrey Burne, he inherits the Unicorn Gundam and is swept up into the battle for space colony independence.",
